Products,Exporter name,Quantity (Lakhs),Location,State,Latitude,Longitude,Gmap link,Distance(in km),,
COTTON YARN,PRECOT LTD.,25.63217,Coimbatore,Tamil Nadu,11.00083497,76.99506158,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/10.997761948369606,+76.99173098970896/@10.4641074,75.9639005,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.991731!2d10.9977619!3e0!5m1!1e1?entry=ttu",192,,
COIR FIBER,PREETHI AGRO TECH,2.746,Coimbatore,Tamil Nadu,11.0269321,76.91738585,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/11.027750024643165,+76.91795249105357/@10.4787892,75.9488748,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.9179525!2d11.02775!3e0!5m1!1e1?entry=ttu",195,,
WHEAT FLOUR,PREMIER AGRO PRODUCTS(P)LTD.,14.4041,Parappana ,Kerala,10.71888898,76.66225538,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/10.718888984332516,+76.66225538015293/@10.3329156,76.1295809,10z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.6622554!2d10.718889!3e0!5m1!1e1?entry=ttu",139,,
COIR PITH,PREMIER COIR PRODUCTS,6.10068,Pollachi,Tamil Nadu,10.65009309,77.06021554,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/10.65052438042043,+77.05999611788084/@10.4167144,76.3292885,10z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.0599961!2d10.6505244!3e0!5m1!1e1?entry=ttu",187,,
COTTON YARN,PREMIER COTTON TEXTILES,11.08321,Udumelipettai,Tamil Nadu,10.57701401,77.17956663,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/10.577014009880257,+77.1795666251193/@10.1379087,76.5837029,9.64z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.1795666!2d10.577014!3e0!5m1!1e1?entry=ttu",207,,
FROZEN SQUID,PREMIER EXPORTS INTERNATIONAL,11.57217,"Chandiroor,Kochi",Kerala,9.838388057,76.30909382,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.83838805662246,+76.30909382121807/@9.8965956,76.2517541,13z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3090938!2d9.8383881!3e0!5m1!1e1?entry=ttu",15,,
FROZEN SHRIMPS,PREMIER MARINE ENTERPRISES,7.67808,Ezhupunna,Kerala,9.823965462,76.30866383,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.823754031932575,+76.30795572698878/@9.8892189,76.2104662,12z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3079557!2d9.823754!3e0!5m1!1e1?entry=ttu",17.1,,
FROZEN YELLOW TUNA,PREMIER MARINE FOODS,41.74005,"Chandiroor,Kochi",Kerala,9.853944987,76.30868821,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.854156397737313,+76.30894570311146/@9.899155,76.2517541,13z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3089457!2d9.8541564!3e0!5m1!1e1?entry=ttu",13.7,,
COTTON YARN,PREMIER MILLS LTD.,6.53019,Udayampalayam,Tamil Nadu,11.01857563,76.99345402,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/11.0185756288213,+76.9934540190304/@10.474922,75.9647936,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.993454!2d11.0185756!3e0!5m1!1e1?entry=ttu",194,,
FROZEN SQUID,PREMIER SEAFOODS EXIM LTD.,26.0407,"Aroor,Kochi",Kerala,9.887628456,76.29788333,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.887818706291904,+76.29804426321951/@9.9213016,76.2414879,13z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.2980443!2d9.8878187!3e0!5m1!1e1?entry=ttu",9.2,,
STEEL BARS,PREMIUM FERRO ALLOYS LTD.,1.9565,Aluva,Kerala,10.08438638,76.30764126,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/10.084217374641065,+76.30712627671825/@10.006478,76.2018502,12z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3071263!2d10.0842174!3e0!5m1!1e1?entry=ttu",26.5,,
RUBBER MATS,PREMS INCORPORATES,1.917,"Kumaranalloor,kottaym",Kerala,9.621599388,76.5403058,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.621599388340192,+76.54030580392471/@9.7884085,76.2664569,11z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.5403058!2d9.6215994!3e0!5m1!1e1?entry=ttu",62.2,,
RICE,PRESTIGE BUSINESS GROUP,4.54663,Perumbavoor,Kerala,10.11026762,76.55224181,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/10.110267622956933,+76.55224181213875/@10.0227213,76.3274521,12z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.5522418!2d10.1102676!3e0!5m1!1e1?entry=ttu",49.4,,
RICE,PRIME EXPORTS,3.90778,Thirupunnithara,Kerala,9.952628587,76.33563557,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.952628586868064,+76.33559264971058/@9.9486061,76.2817331,14z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3355926!2d9.9526286!3e0!5m1!1e1?entry=ttu",11.5,,
COTTON GOODS,PRIME GLOBAL INDUSTRIES PVT LTD,1.15449,Andipalayam,Tamil Nadu,11.09156339,77.31001106,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/11.09122647813525,+77.31001105651237/@10.516266,76.1229921,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.3100111!2d11.0912265!3e0!5m1!1e1?entry=ttu",231,,
SURGICAL GLOVES,PRIMUS GLOVES P.LTD.,5.3468,SEZ Cochin,Kerala,10.02275181,76.34076071,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/10.022779607289204,+76.34073600973291/@9.9692575,76.3795489,12.64z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.340736!2d10.0227796!3e0!5m1!1e1?entry=ttu",19.9,,
COTTON GOODS,PRISMA GARMENTS,1.55738,"Vavipalayam,tiruppur",Tamil Nadu,11.16104726,77.37907385,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/11.161040677663745,+77.37906781774655/@10.5561497,76.1576182,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.3790678!2d11.1610407!3e0!5m1!1e1?entry=ttu",241,,
GRATED COCONUT,PRISTINE TROPICAL FRUITS AND AGRO PRODUCTS,5.3452,Mampad ,Kerala,11.24192227,76.22817141,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/11.241964357381912,+76.2283430724313/@10.5899419,75.5437831,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.2283431!2d11.2419644!3e0!5m1!1e1?entry=ttu",186,,
RICE,PRIYA EXPORTS,6.22093,"R.S.puram,Coimbatore",Tamil Nadu,11.03178928,76.96578832,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/11.031789283487116,+76.96578831963006/@10.4816662,75.9533958,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.9657883!2d11.0317893!3e0!5m1!1e1?entry=ttu",194,,
FROZEN SQUID,PROFAND VAYALAT MARINE EXPORTS,108.19126,"Palluruthy,Kochi",Kerala,9.92711958,76.2750247,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.92745484067727,+76.27519669515199/@9.9382371,76.2476018,14z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.2751967!2d9.9274548!3e0!5m1!1e1?entry=ttu",4.1,,
FROZEN YELLOW TUNA,PROTECH ORGAN FOODS,24.13622,Pallipurram,Kerala,9.746207865,76.35960105,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.746207865386722,+76.35960105385432/@9.8506624,76.2330534,12z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3596011!2d9.7462079!3e0!5m1!1e1?entry=ttu",30.8,,
COIR FIBER,PSG EXPORTS,2.8386,Rasakapalayam,Tamil Nadu,10.67736384,77.05075365,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/10.677352179423803,+77.05066462520989/@10.4167144,76.3267658,10z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.0506646!2d10.6773522!3e0!5m1!1e1?entry=ttu",186,,
SPICES,PSSVN AGRO CORPORATION,7.0572,"Maradu,Ernakulam",Kerala,9.950122263,76.33129023,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.95012226262465,+76.33129022552113/@9.9486061,76.2808746,14z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3312902!2d9.9501223!3e0!5m1!1e1?entry=ttu",10.8,,
SOAP,PYARY PRODUCTS,26.01689,"Maradu,Ernakulam",Kerala,9.938568693,76.33333641,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.938459000308598,+76.33313791586026/@9.9415944,76.279859,14z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3331379!2d9.938459!3e0!5m1!1e1?entry=ttu",9.8,,
FROZEN YELLOW TUNA,QFROZ TRADES P.LTD.,21.65526,"Aroor,Kochi",Kerala,9.782770531,76.36023672,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.782736229034715,+76.36013664875226/@9.8618323,76.2320456,12z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3601366!2d9.7827362!3e0!5m1!1e1?entry=ttu",25.5,,
COTTON GOODS,QUALITY KNIT WEARS P. LTD.,1.70627,Tiruppur,Tamil Nadu,11.11456662,77.38300898,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/11.114681422471712,+77.38300898042596/@10.9775748,76.6098173,8.74z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.383009!2d11.1146814!3e0!5m1!1e1?entry=ttu",240,,
RICE,QUEEN BEE VITALS,1.81,"Padakulam,Kodungallur",Kerala,10.21614131,76.19676702,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/10.216138006463163,+76.19676701971034/@10.0726726,76.0924202,11z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.196767!2d10.216138!3e0!5m1!1e1?entry=ttu",44.7,,
FOOD STUFFS,QUE-RICO EXIM P.LTD.,2.97676,Perumbavoor,Kerala,10.15193312,76.54879626,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/10.152199889320045,+76.54921319848064/@10.0410243,76.3260765,12z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.5492132!2d10.1521999!3e0!5m1!1e1?entry=ttu",52.1,,
NATURAL RUBBER,R.1.INTERNATIONAL(INDIA)P.LTD.,2.85,"Marine Drive,Kochi",Kerala,9.980679659,76.27590967,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.980691792385837,+76.2759137762622/@9.9596595,76.2598377,14z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.2759138!2d9.9806918!3e0!5m1!1e1?entry=ttu",10.1,,
SPICES,R.B.G.TRADING CORPRATION P.LTD.,2.52927,Kochi,Kerala,9.957702282,76.26010258,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.957702282029365,+76.26010258186159/@9.9472443,76.2510902,15z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.2601026!2d9.9577023!3e0!5m1!1e1?entry=ttu",6.2,,
FROZEN YELLOW TUNA,R.F. EXPORTS,40.46554,"Eramaloor,Alappuzha",Kerala,9.824684362,76.31452282,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.824704370537876,+76.31451237162076/@9.8889187,76.2104662,12z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3145124!2d9.8247044!3e0!5m1!1e1?entry=ttu",17.4,,
GHEE,R.K.GANAPATHY CHETTIAR,15.49044,Puducherry,Tamil Nadu,10.99801868,77.58361235,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/10.99801868383922,+77.58361235250662/@10.4789225,76.2597652,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.5836124!2d10.9980187!3e0!5m1!1e1?entry=ttu",255,,
RICE,R.R.BUSINESS GROUP,2.4966,Valakom,Kerala,8.949986903,76.83364502,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/8.949986903198244,+76.83364501547673/@9.5219693,76.1087628,9.74z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.833645!2d8.9499869!3e0!5m1!1e1?entry=ttu",156,,
FROZEN SHRIMPS,R.S.A MARINES,3.655,Cherthala,Kerala,9.844903264,76.30927916,"https://www.google.com/maps/dir/10.0070517,76.3058324/RSA+Marines,+Old,+NH+road,+Chandiroor,+Cherthala,+Kerala+688547/@9.8902683,76.2734211,12.78z/data=!4m9!4m8!1m1!4e1!1m5!1m1!1s0x3b087bdeb8400ae1:0xc70519b294e8742!2m2!1d76.3082584!2d9.8458476?entry=ttu",19.6,,
COIR FIBER,R.V.COIRS,2.7931,Poolankinar,Tamil NAdu,10.58576468,77.21930167,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/10.585764684298118,+77.219301672715/@10.0910659,77.1314597,8.59z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.2193017!2d10.5857647!3e0!5m1!1e1?entry=ttu",208,,
FROZEN SHRIMPS,RAFA EXPORTS,1.976,"Panaypally,Cochin",Kerala,9.949610344,76.25391073,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/'9.949610344,76.25391072732165'/@9.9449421,76.2510902,15z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.2539107!2d9.9496103!3e0!5m1!1e1?entry=ttu",5.1,,
COCONUTS,RAJ EXPORTS & TRADERS,16.05434,"Mananchira,Kozhikode",Kerala,11.2495952,75.77724137,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/11.249595197281971,+75.7772413695165/@10.5896619,75.4210776,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d75.7772414!2d11.2495952!3e0!5m1!1e1?entry=ttu",182,,
RICE,RAJAMMA AGRO PRODUCTS,2.11035,Salem,Tamil Nadu,11.66542444,78.14579502,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/11.665373309500193,+78.14550785394853/@10.8027064,76.554139,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d78.1455079!2d11.6653733!3e0!5m1!1e1?entry=ttu",353,,
COTTON YARN,RAJAPALAYAM MILLS LTD.,4.42038,Rajapalyam,Tamil Nadu,9.429546157,77.57267952,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.429551448644252,+77.57267952381486/@9.4230335,76.5671373,9.48z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.5726795!2d9.4295514!3e0!5m1!1e1?entry=ttu",209,,
COTTON GOODS,RAJKUMAR TEX,1.11378,Pollachi,Tamil Nadu,10.75225494,77.02382731,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/10.752698719408746,+77.02608586039582/@10.3762069,76.3114811,10z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.0260859!2d10.7526987!3e0!5m1!1e1?entry=ttu",186,,
RUBBER MATS,RAM COIR MILLS,32.16635,Cherthala,Kerala,9.707884308,76.34895696,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.70788430751881,+76.34895696169171/@9.7352329,76.2983641,13.08z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.348957!2d9.7078843!3e0!5m1!1e1?entry=ttu",35.8,,
TURMERIC,RAM PRAKASH & BROS.,1.80105,Kochi,Kerala,9.95496554,76.25894247,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.954965539690926,+76.25878402873639/@9.9450355,76.2510902,15z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.258784!2d9.9549655!3e0?entry=ttu",5.4,,
SURGICAL GOODS,RAMARAJU SURGICAL COTTON MILLS,2.12607,Rajapalayam,Tamil Nadu,9.438951197,77.56232777,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.438951197406327,+77.56232777285449/@9.455134,76.584922,10z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.5623278!2d9.4389512!3e0?entry=ttu",285,,
COTTON YARN,RAMCO INDUSTRIES,1.06427,"Kanjrimattom,Ernakulam",Kerala,9.85260545,76.40026896,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.852605449697386,+76.40026896495255/@9.9022265,76.3005334,13z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.400269!2d9.8526054!3e0?entry=ttu",25.8,,
COFFEE,RAMESH EXPORTS LTD.,6.60447,Salem,Kerala,11.71686399,78.18170711,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.716743411681284,+78.18170710517556/@10.8231767,76.5589082,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d78.1817071!2d11.7167434!3e0?entry=ttu",359,,
FOOD STUFFS,RANS LIFESCIENCE P.LTD.,1.44557,"Attingal,Trivandrum",Kerala,8.694616369,76.81764382,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/8.694700376309493,+76.81778147485153/@9.3254734,75.8819837,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.8177815!2d8.6947004!3e0?entry=ttu",176,,
COCONUTS,RAYOS INC.,1.136,Coimbatore,Kerala,11.02983236,76.94878766,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.029832363313028,+76.94878766442487/@10.4797882,75.9256341,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.9487877!2d11.0298324!3e0?entry=ttu",197,,
FOOD STUFFS,REGIO FOODS P.LTD.,6.24079,"Maradu,Ernakulam",Kerala,9.939661497,76.32607878,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.939610359100554,+76.32612195223659/@9.9415944,76.2764705,14z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.326122!2d9.9396104!3e0?entry=ttu",8.8,,
TEA,REIA FASHIONS,3.14785,Tiruppur,Tamil Nadu,11.15116495,77.32107084,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.151153154406742,+77.3210483026709/@10.5561497,76.1253168,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.3210483!2d11.1511532!3e0?entry=ttu",236,,
RICE,RELISH FOODS,1.45247,Ambalappuzha,Kerala,9.397613986,76.3477271,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.397579584848215,+76.34768150429463/@9.6767211,76.0143671,10z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3476815!2d9.3975796!3e0?entry=ttu",67.2,,
COIR PITH,REMMY SUSTRATES INDIA P.LTD.,102.7999,"Kattampatti,Pollachi",Tamil Nadu,10.81636553,77.1550233,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/10.816365529346564,+77.15502329998908/@10.4236191,76.3759739,10z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.1550233!2d10.8163655?entry=ttu",209,,
RUBBER MATS,RENO VENEERS,6.59242,Ithitanam,Kerala,9.492399349,76.55244173,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.492399349417827,+76.55244172766135/@9.7234129,76.2611621,11z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.5524417!2d9.4923993?entry=ttu",76.5,,
COTTON GOODS,RESOURZBURG,3.20893,"Veerapandi,Tiruppur",Tamil Nadu,11.04481542,77.33588078,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/11.044815420453878,+77.33588078220058/@10.4944365,76.1360804,9z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.3358808!2d11.0448154?entry=ttu",232,,
COTTON GOODS,RHYTHEM KNIT INDIA,5.15587,Kulathupalayam,Tamil Nadu,11.12330151,77.38313522,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/11.123301512078775,+77.38313521847645/@10.5561497,76.1596561,9z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.3831352!2d11.1233015?entry=ttu",246,,
RICE POWDER,RICE AND FLAVOURS LLP,13.67099,Nelissery ,Kerala,10.77117966,76.02542357,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/10.7711796606403,+76.02542356860835/@10.3502538,75.847545,10z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.0254236!2d10.7711797?entry=ttu",129,,
